SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,ISIN_CODE
533385,N100        ,E ,Q,517,524,517,524,INF247L01031
533389,SHILPI CABLE,Z ,Q,11.49,11.49,11,11.49,INE510K01019
533393,TCI DEVELP  ,T ,Q,480.05,490,480.05,490,INE662L01016
533398,MUTHOOT FIN ,A ,Q,422.45,422.55,404.5,414.6,INE414G01012
533400,FCONSUMER   ,A ,Q,65.5,65.5,62.6,63.1,INE220J01025
533407,CIL NOVA    ,B ,Q,36,36,35.1,35.3,INE672K01025
533408,BSLGOLDETF  ,E ,Q,2825,2825,2735,2735,INF209K01HT2
533411,SANGH FORG  ,B ,Q,38.5,39.75,38.2,38.75,INE263L01013
533451,KARMA ENERG ,T ,Q,43.4,43.4,39.5,42.9,INE725L01011
533452,WEIZMANN FX ,B ,Q,1150,1196.3,1134.15,1174,INE726L01019
533470,RUSHIL DECOR,B ,Q,955,1003.3,955,990.7,INE573K01017
533477,ENKEI WHEEL ,X ,Q,394,399,382.2,390.1,INE130L01014
533482,KRIINFRA    ,B ,Q,118,121,114.75,116.25,INE524L01026
533499,BGLOBAL     ,T ,Q,5.41,5.66,5.38,5.6,INE224M01013
533506,INVENTURE   ,B ,Q,13.75,14.3,13.75,14.09,INE878H01016
533519,LNT FH      ,A ,Q,175,177.6,170.65,172.5,INE498L01015
533520,SORILHOLD   ,T ,Q,255,261.4,244.4,253.8,INE126M01010
533540,TREE HOUSE  ,T ,Q,13.32,13.89,13.32,13.5,INE040M01013
533543,BROOKS LABS ,B ,Q,104.65,105,102.3,103,INE650L01011
533552,RUPA & CO   ,B ,Q,447.05,454.8,442.45,451.9,INE895B01021
533553,TD POWER    ,B ,Q,189.5,191,186,188,INE419M01019
533569,SRS LIMITED ,B ,Q,1.36,1.4,1.36,1.36,INE219H01039
533570,AXISGOLD    ,E ,Q,2684,2684.99,2643,2669.45,INF846K01347
533573,ALEM PHARMA ,A ,Q,554,575.9,546.65,570.25,INE901L01018
533576,VASWANI IND ,B ,Q,16,16.25,15.35,15.8,INE590L01019
533581,PG ELECTRO  ,B ,Q,400,408.95,398.55,407.4,INE457L01011
533605,PRAKASH CON ,B ,Q,7.15,7.6,7.07,7.22,INE023M01027
533608,RDB RASAYAN ,X ,Q,93,94.5,90.5,92.55,INE123M01017
533629,TIJARIA PPL ,T ,Q,12.83,13.49,12.82,12.83,INE440L01017
533632,ONELIFE CAP ,T ,Q,27.9,27.9,26.75,27.75,INE912L01015
533638,FLEXITUFF   ,T ,Q,80.5,80.5,76.75,77.15,INE060J01017
533644,UJAAS       ,B ,Q,24.6,25.15,24.2,24.75,INE899L01022
533655,TRIVENITURB ,B ,Q,129,129.5,126.8,128.45,INE152M01016
533676,INDO THAI   ,B ,Q,84.45,92.45,84.45,87.7,INE337M01013
533704,ESSAR SHIP  ,B ,Q,28.9,28.9,28.2,28.35,INE122M01019
533719,IDBIGOLD    ,E ,Q,2734,2883,2734,2883,INF397L01554
533758,APL APOLLO  ,B ,Q,2226,2226,2120.5,2170.25,INE702C01019
533761,GPT INFRA   ,B ,Q,207.7,210,207.7,209.95,INE390G01014
533790,KGN ENT     ,XT,Q,5.66,5.66,5.66,5.66,INE755B01019
533896,FERVENTSYN  ,X ,Q,22.1,22.8,20.45,22.75,INE258M01011
533941,TSIL        ,T ,Q,16.3,17.5,16.3,17.5,INE480M01011
533982,TERASOFTWARE,B ,Q,68.05,69.05,66.7,67.15,INE482B01010
534060,PMCFIN      ,X ,Q,0.6,0.65,0.6,0.62,INE793G01035
534063,FUT SOL     ,XT,Q,37,37,37,37,INE241F01011
534076,ORIENT REF  ,B ,Q,164.8,169.85,164.65,168.2,INE743M01012
534091,MCX LTD     ,A ,Q,787.75,787.75,771,775.7,INE745G01035
534139,SCHNEIDER   ,B ,Q,120.15,121.05,118.6,119.15,INE839M01018
534184,NORL        ,B ,Q,4.4,4.4,4.12,4.15,INE453M01018
534190,OLYMPIC     ,X ,Q,9.51,10.1,9.15,10.1,INE550L01013
534309,NBCC        ,A ,Q,223,229.5,222.1,225.85,INE095N01023
534312,MT EDUCARE  ,T ,Q,55,56.9,54.2,55.15,INE472M01018
534328,HEXATRADEX  ,T ,Q,70.9,70.9,67.5,67.5,INE750M01017
534338,MAXHEIGHTS  ,X ,Q,54,54,54,54,INE393F01010
534369,TBZ LTD     ,B ,Q,127,129,122.35,124.5,INE760L01018
534392,VSSL        ,B ,Q,151,151,147.6,150,INE050M01012
534425,SPECIALITY R,B ,Q,162.85,165,158.15,159.8,INE247M01014
534532,LYPSA GEMS  ,B ,Q,37.9,37.9,35.9,36.3,INE142K01011
534535,BIOGRPAPER  ,XT,Q,2.49,2.49,2.49,2.49,INE958L01018
534597,RTNINFRA    ,T ,Q,6.46,6.46,6.21,6.25,INE834M01019
534600,JTL INFRA   ,XT,Q,199,203.9,190.5,197.3,INE391J01016
534612,AMTL        ,X ,Q,30,30,27,28.7,INE436N01029
534615,NECC LTD    ,B ,Q,29,29.5,28.4,28.9,INE553C01016
534618,SANGAM ADV  ,XT,Q,52,53.5,49.85,49.85,INE299N01013
534623,JUPITER INFO,X ,Q,86.1,88.7,85,85.1,INE524N01014
534674,DUCON       ,B ,Q,40.95,43.6,40.3,40.85,INE741L01018
534675,PROZONINTU  ,B ,Q,58.1,61.5,57.5,59.65,INE195N01013
534680,SRG HFL     ,X ,Q,335,355,326,331.1,INE559N01010
534690,LAKSHMIVILAS,A ,Q,128.8,131,126.5,128.4,INE694C01018
534691,COMFORT COM ,B ,Q,11.2,11.2,11.2,11.2,INE456N01019
534708,RCL RETAIL  ,M ,Q,14.5,15.05,14.5,15.05,INE892L01019
534731,BRONZE INFRA,X ,Q,0.97,1,0.97,1,INE830N01015
534733,SUPREMEX    ,XT,Q,19,19,19,19,INE175N01023
534734,RMCHEM      ,X ,Q,6.08,6.08,6.08,6.08,INE174N01026
534741,VIRTUAL GLO ,X ,Q,2,2,2,2,INE247C01023
534742,ZUARI AGRO  ,B ,Q,485.15,495.95,482,486.05,INE840M01016
534748,STEEL EXCH  ,B ,Q,33.95,33.95,31.6,32.6,INE503B01013
534755,TRIO MERCAN ,X ,Q,12.5,12.5,12.5,12.5,INE234G01014
534756,TARA JEWELS ,B ,Q,16.6,17.3,16.6,17.05,INE799L01016
534758,CIGNITI TECH,T ,Q,293,296,288,294.15,INE675C01017
534796,PANKAJ POLY ,X ,Q,49.5,50,49.5,50,INE198N01017
534804,CARERATING  ,A ,Q,1368,1374.5,1347.2,1363,INE752H01013
534809,PC JEWELLER ,A ,Q,519.9,519.9,476.05,485.05,INE785M01013
534816,BH INFRATEL ,A ,Q,341.05,352.6,341.05,351,INE121J01017
534976,VMART       ,B ,Q,1542,1542,1465.55,1496,INE665J01013
535136,KAVITA FAB  ,XT,Q,7.34,7.34,7.34,7.34,INE149O01018
535141,SUNSTAR R   ,B ,Q,14.55,14.85,13.6,14.1,INE338O01025
535204,MUKTA       ,X ,Q,40.1,40.1,40.1,40.1,INE160O01031
535267,COM FINCAP  ,X ,Q,15.95,15.95,15.55,15.6,INE274M01018
535276,SBISENSEX   ,B ,Q,383.85,383.85,382,383.85,INF200K01VT2
535322,REPCO HOME  ,A ,Q,631,638.25,607,624.95,INE612J01015
535458,NRB IND BEA ,B ,Q,28.15,29.15,28.05,28.05,INE047O01014
535467,AIFL        ,B ,Q,455.95,461.25,451.95,456.9,INE428O01016
535514,PRIMECAPM   ,X ,Q,5.25,5.25,5.25,5.25,INE748D01010
535566,KIFS FSL    ,XT,Q,119.95,119.95,115,115,INE902D01013
535601,SREELEATHER ,B ,Q,247.3,272.95,247,262.2,INE099F01013
535602,SHARDA MOTOR,B ,Q,2346,2349,2295,2319.2,INE597I01010
535620,BINNY MILLS ,XT,Q,305,305,304,304,INE160L01011
535621,SV GLOBAL   ,X ,Q,122.1,125,119.1,121,INE159L01013
535648,JUSTDIAL    ,A ,Q,514.1,528.6,501,516.1,INE599M01018
535657,OONE        ,X ,Q,2.11,2.11,2.01,2.01,INE860E01011
535658,PAWANSUT    ,X ,Q,4.97,4.97,4.6,4.83,INE260M01017
535693,BRAHM INFRA ,X ,Q,37.9,37.9,34.8,35,INE320I01017
535694,EDSL        ,XT,Q,4.25,4.25,4.25,4.25,INE899O01018
535730,KHOOBSURAT  ,XT,Q,0.5,0.5,0.5,0.5,INE731G01027
535754,ORIENT CEM  ,B ,Q,150,152,147,151.2,INE876N01018
535755,ABFRL       ,A ,Q,160,163.7,158.75,162.15,INE647O01011
535789,IBUL HSG FIN,A ,Q,1407,1413.95,1371.55,1392.85,INE148I01020
536128,VKJINFRA    ,B ,Q,2.44,2.46,2.38,2.41,INE211P01021
536170,KUSHAL      ,T ,Q,152.75,156.25,152.5,155.45,INE647N01021
536264,TIGER LOGS  ,B ,Q,213,219.95,212,217.85,INE906O01011
536456,RJ BIOTECH  ,M ,Q,20.65,20.65,20.65,20.65,INE594O01015
536493,JKAGRI GEN  ,X ,Q,1401,1460,1381,1442.1,INE690O01011
536507,FUTLIF FAS  ,A ,Q,386.65,386.65,365.5,368.8,INE452O01016
536565,TRIMURTHI   ,X ,Q,9.56,9.56,9.56,9.56,INE314I01036
536659,PVVINFRA    ,X ,Q,20.4,21,18.9,19.2,INE428B01013
536738,STELLAR CAP ,M ,Q,6.28,6.28,5.7,5.9,INE325P01011
536751,FIVEXTRADE  ,X ,Q,0.65,0.65,0.65,0.65,INE750L01019
536773,JIN POLY INV,B ,Q,78,78,70.95,71.6,INE147P01019
536799,SRS FINANCE ,XT,Q,14.25,14.25,13.02,13.35,INE002J01019
536960,M100        ,B ,Q,23.05,23.05,22.65,22.65,INF247L01023
536974,CAPTAIN POLY,B ,Q,166.95,166.95,158,164,INE536P01013
537007,NIFTYIWIN   ,B ,Q,112,113.41,112,113.01,INF109K012R6
537008,NIF100IWIN  ,B ,Q,119.69,119.69,118.72,118.72,INF109KA1962
537069,ARNOLD HOLD ,X ,Q,6.99,7.04,6.98,7.02,INE185K01028
537092,MODEX INT   ,X ,Q,38.15,42.15,38.15,38.15,INE072D01015
537253,SUNIL HEALTH,X ,Q,80.05,85,80.05,81.25,INE671C01016
537254,RCI IND     ,B ,Q,214.4,221.9,213.3,214.9,INE140B01014
537259,SUYOG TELE  ,T ,Q,401,401,380,380,INE442P01014
537291,NATH BIOGEN ,B ,Q,530.5,536.95,513,524.8,INE448G01010
537292,AGRI TECH   ,B ,Q,100,110,98.3,106.05,INE449G01018
537524,VIAANINDUS  ,X ,Q,36.05,36.95,34.05,35,INE324N01027
537536,DENIS CHEM  ,X ,Q,95.9,103.5,95.9,100.05,INE051G01012
537582,UNISHIRE    ,M ,Q,7.37,7.67,7.37,7.67,INE210P01015
537708,KOTAKNIFTY  ,B ,Q,112,112,111.75,111.75,INF174K014P6
537750,KIRAN VYPAR ,X ,Q,180,192,176.1,180.4,INE555P01013
537766,BCP LTD     ,B ,Q,138,139,132,134,INE905P01010
537800,MANGALAM IND,XT,Q,1.65,1.7,1.62,1.62,INE717C01025
537820,VFL         ,T ,Q,11.81,11.81,11.81,11.81,INE159N01027
537840,RAUNAQEPC   ,X ,Q,164.5,165.05,163,163.7,INE523K01012
537954,SKP         ,B ,Q,19.85,19.85,19.85,19.85,INE009Q01019
538019,OBI LTD     ,T ,Q,111.9,112.25,105,108.2,INE732P01018
538057,CPSE ETF    ,B ,Q,31,31.14,30.6,30.96,INF457M01133
538081,HARIA APL   ,X ,Q,3.62,3.62,3.62,3.62,INE493N01012
538092,JOONKTOLLEE ,XT,Q,172,173.75,172,172,INE574G01013
538119,RNB DENIMS  ,M ,Q,51.5,57,51.5,57,INE012Q01013
538180,GOLD LINE   ,XT,Q,11.34,11.34,11.34,11.34,INE204P01026
538212,SHARP INV   ,X ,Q,1.45,1.56,1.42,1.42,INE909D01026
538268,WONDERLA    ,B ,Q,389,389,372.6,375.7,INE066O01014
538364,BCPAL       ,XT,Q,4.81,4.81,4.81,4.81,INE795P01023
538365,ADHUNIKIND  ,T ,Q,87,89.3,86.6,88.4,INE452L01012
538395,NAM SEC     ,X ,Q,30.2,30.2,30.2,30.2,INE792G01011
538423,ALPS MOTOR  ,ST,Q,22.2,22.2,22.2,22.2,INE729P01022
538433,CLASSIC     ,ST,Q,0.65,0.65,0.65,0.65,INE854P01028
538446,DHANUKACOM  ,M ,Q,7.7,7.7,7.7,7.7,INE296Q01012
538464,TPROJECT    ,X ,Q,24.75,26.05,24.6,26.05,INE901C01017
538465,AMARSEC     ,XT,Q,42.1,42.1,40.5,40.7,INE745P01010
538476,CTL         ,XT,Q,4.71,4.8,4.55,4.68,INE172D01021
538496,TARINI      ,M ,Q,37,39,37,39,INE849M01017
538520,SBL         ,X ,Q,0.57,0.57,0.57,0.57,INE857P01021
538521,CROWNTOURS  ,XT,Q,16.12,16.45,16.12,16.45,INE969E01010
538537,OMANSH      ,X ,Q,2.03,2.03,2.03,2.03,INE378P01028
538547,OASIS       ,B ,Q,80,81,74.55,76.75,INE189Q01019
538557,SAIBABA     ,X ,Q,13.65,13.65,13.65,13.65,INE706P01020
538562,SKIPPER     ,B ,Q,223.8,247.9,223.8,243.8,INE439E01022
538564,JAMESWARREN ,X ,Q,130.05,139.75,128,130.8,INE718P01017
538565,VISTARAMAR  ,X ,Q,15.5,15.5,15.5,15.5,INE878P01019
538566,BESTSTEEL   ,XT,Q,153.05,153.05,139,153.05,INE919P01029
538567,GULFOIL LUB ,B ,Q,910,910,891.05,901.1,INE635Q01029
538570,ACHAL       ,XT,Q,3.28,3.28,3.28,3.28,INE860P01025
538575,SOLISMAR    ,XT,Q,0.53,0.53,0.53,0.53,INE717P01027
538595,GLOSTER     ,X ,Q,675.1,696.7,675,691.85,INE652C01016
538597,TTIENT      ,XT,Q,1.4,1.4,1.36,1.36,INE404F01031
538598,VISHAL      ,B ,Q,380.5,381.1,370,374.5,INE755Q01025
538607,TOYAMIND    ,X ,Q,7.2,7.3,6.9,7.19,INE457P01020
538608, DWITIYA    ,XT,Q,236,245,224.85,245,INE222P01028
538634,VRL         ,X ,Q,48.65,48.65,44.1,47.9,INE406F01010
538635,SNOWMAN     ,B ,Q,55.05,57.25,55,56.2,INE734N01019
538653,EML         ,X ,Q,71.8,71.85,71.8,71.8,INE649L01013
538666,SHARDACROP  ,A ,Q,435.7,445.3,424.4,436.9,INE221J01015
538685,SHEMAROO    ,B ,Q,527.75,533.05,516.35,525.4,INE363M01019
538706,ULTRACAB    ,B ,Q,100,100,99,100,INE010R01015
538707,RCCL        ,X ,Q,56.95,56.95,50,50,INE929D01016
538708,ETIL        ,XT,Q,9.6,9.6,9.6,9.6,INE937K01014
538713,ATISHAY     ,B ,Q,109,116,95.15,102.4,INE011R01013
538714,SUCHITRA    ,XT,Q,65.2,65.2,65.2,65.2,INE475D01010
538715,DHABRIYA    ,T ,Q,155,155,142.8,144.1,INE260R01016
538716,ARYACAPM    ,M ,Q,26,27.15,24.75,25.2,INE229R01011
538730,PDSMFL      ,B ,Q,330,330,319,328,INE111Q01013
538732,VGCL        ,M ,Q,70.1,70.1,70.1,70.1,INE761Q01015
538733,STARLIT     ,B ,Q,16,16.05,16,16.05,INE909P01012
538734,CEINSYSTECH ,B ,Q,196.05,209.3,196.05,203,INE016Q01014
538742,PANACHE     ,XT,Q,44,44,43.75,43.75,INE516E01019
538770,CRANE INFRA ,XT,Q,8.53,8.53,8.53,8.53,INE176L01017
538771,PINCON      ,B ,Q,35.5,36,35.05,35.5,INE675G01018
538772,NIYOGIN     ,T ,Q,90.05,90.05,86.55,90.05,INE480D01010
538788,GILADAFINS  ,X ,Q,38,41,38,41,INE918C01011
538795,SAPPL       ,X ,Q,210,210,210,210,INE185C01017
538812,AANCHALISP  ,B ,Q,18.4,18.4,17,17.55,INE322R01014
538834,MEL         ,X ,Q,12.35,12.95,12,12.65,INE242Q01016
538835,INTELLECT   ,A ,Q,163,180.9,162.65,177.65,INE306R01017
538836,MONTECARLO  ,B ,Q,597,610,582,590,INE950M01013
538837,JSTL        ,XT,Q,50.5,51.3,48.05,51.3,INE237B01018
538858,CAMSONBIO   ,XT,Q,18.3,19.2,17.4,18.85,INE845E01012
538860,PANAFIC     ,X ,Q,0.59,0.59,0.59,0.59,INE655P01029
538861,AMSONS      ,B ,Q,4.28,4.59,4.28,4.41,INE812P01018
538890,MKEXIM      ,X ,Q,10,10,10,10,INE227F01010
538891,SIPROJECTS  ,XT,Q,247.5,247.6,246,246.4,INE613C01018
538896,KANCHI      ,XT,Q,258.55,259,250,251.8,INE081G01019
538902,DHUN TEAIND ,T ,Q,408.5,439.9,408.5,430.8,INE341R01014
538918,VANICOM     ,XT,Q,6.36,6.36,6.1,6.1,INE661Q01017
538919,SKILVEN     ,XT,Q,17.9,17.9,17.9,17.9,INE055Q01012
538921,RAFL        ,M ,Q,37.95,37.95,37.95,37.95,INE865P01016
538922,COSYN       ,X ,Q,95.25,99,88.5,89.4,INE029B01019
538926,NAPL        ,XT,Q,97.5,97.5,97.5,97.5,INE223R01014
538928,KARNAVATI   ,B ,Q,28.5,28.5,28.5,28.5,INE554R01012
538952,ALFL        ,XT,Q,1.39,1.39,1.38,1.38,INE211D01027
538961,GENUSPAPER  ,T ,Q,16.29,16.29,15.25,15.25,INE949P01018
538962,MINDACORP   ,B ,Q,200.55,204,198.2,199.55,INE842C01021
538963,PACT        ,XT,Q,3.85,3.9,3.6,3.66,INE494K01024
538964,MERCURYLAB  ,XT,Q,450.15,489,450.15,489,INE947G01011
538965,CONCORD     ,X ,Q,29.9,30.05,29,30,INE858L01010
538979,GRNLAM IND  ,B ,Q,1216,1250.05,1166,1226.4,INE544R01013
538987,TALBROSENG  ,X ,Q,353.5,355,340.05,352.7,INE717E01013
538992,SAPL        ,X ,Q,169.45,174.15,159.6,160,INE002E01010
539006,PTCIL       ,XT,Q,552.6,555.55,550,551.45,INE596F01018
539007,PINCONLIFE  ,X ,Q,13.85,13.85,13.85,13.85,INE115R01012
539014,KALPACOMME  ,X ,Q,15.55,15.55,15.55,15.55,INE059Q01014
539015,ORTEL       ,B ,Q,32.1,34,31.25,32.4,INE849L01019
539017,ASHFL       ,B ,Q,118.9,119,116,116,INE526R01010
539018,BEEKAY      ,X ,Q,450,474,422.4,428.55,INE213D01015
539031,SETFBSE100  ,B ,Q,116.1,116.1,115.25,115.25,INF200KA1572
539040,TTIL        ,X ,Q,7.25,7.41,7.25,7.41,INE812Q01016
539042,AGIIL       ,B ,Q,155,155.1,150,151.75,INE976R01017
539043,BKMINDST    ,B ,Q,41.95,42.15,40.55,41.8,INE831Q01016
539044,MANAKSTELTD ,T ,Q,38.1,40.95,38,40,INE824Q01011
539045,MNKALCOLTD  ,B ,Q,13.2,13.67,12.6,13.33,INE859Q01017
539046,MNKCMILTD   ,B ,Q,16.15,19.7,15.85,18.35,INE830Q01018
539056,ADLABS      ,T ,Q,60.6,62.5,59.75,60.4,INE172N01012
539083,INOXWIND    ,A ,Q,131.15,131.6,128.55,129.5,INE066P01011
539096,AANANDALAK  ,XT,Q,4,4,3.81,3.81,INE197R01010
539099,ATHCON      ,M ,Q,68.8,68.8,52.25,54.7,INE291R01011
539112,SAB         ,X ,Q,70,70,70,70,INE137M01017
539113,PML         ,X ,Q,4105,4559,4105,4471.65,INE291E01019
539116,OPCHAINS    ,M ,Q,26.9,27,26.9,26.95,INE118Q01018
539118,VRLLOG      ,B ,Q,445.1,449.7,431.2,436.5,INE366I01010
539120,BFFL        ,XT,Q,18.19,18.19,16.53,18.19,INE578R01011
539122,BODHTREE    ,X ,Q,89.1,93,89.1,91.5,INE104F01011
539123,VBIND       ,X ,Q,112.05,113.75,111.95,113,INE334E01017
539125,LAYLA       ,XT,Q,3.25,3.25,3.25,3.25,INE914Q01010
539126,MEP         ,B ,Q,88.25,91.9,87.35,88.85,INE776I01010
539131,CLLIMITED   ,X ,Q,69.65,69.65,64.05,64.55,INE767G01013
539132,VEGETABLE   ,X ,Q,3.65,3.8,3.57,3.7,INE761D01021
539141,UFO         ,B ,Q,468.3,476.75,455.35,460.7,INE527H01019
539143,SBCL        ,X ,Q,64.2,65.2,64.05,64.65,INE945O01019
539148,SHIVALIK    ,XT,Q,750,783,726,744.55,INE788J01013
539149,ICSL        ,XT,Q,4.9,5,4.9,4.9,INE682B01023
539150,PNCINFRA    ,B ,Q,185,186.6,180,181.6,INE195J01029
539151,ARFIN       ,X ,Q,521,530,505,511.5,INE784R01015
539169,FUNNY       ,B ,Q,9.21,9.21,9.15,9.21,INE105R01013
539176,HAWAENG     ,XT,Q,74,74.6,73,74.1,INE230I01018
539177,AIIL        ,X ,Q,65.25,69.8,65.25,69.4,INE206F01014
539195,POEL        ,X ,Q,77.95,78.5,73,77.7,INE035S01010
539196,AEL         ,X ,Q,42,42.5,40,40.95,INE829P01020
539200,NOBPOL      ,XT,Q,0.45,0.45,0.45,0.45,INE203Q01026
539207,MANPASAND   ,B ,Q,380,393.6,372,377.5,INE122R01018
539217,SRESTHA     ,XT,Q,12.25,12.25,12.25,12.25,INE606K01023
539219,MUL         ,XT,Q,170.85,170.9,170,170.45,INE150D01019
539220,MISHKA      ,B ,Q,25,25,25,25,INE540S01019
539223,AMBITION    ,M ,Q,42.7,42.7,42.7,42.7,INE563S01011
539225,JIYAECO     ,M ,Q,96.5,96.5,96.5,96.5,INE023S01016
539226,RUDRA       ,B ,Q,216.5,216.6,216,216.6,INE027T01015
539227,LOYAL       ,M ,Q,64,64.25,61.9,64,INE876S01017
539228,GGPL        ,B ,Q,197.5,204,197.5,198.05,INE480S01018
539229,MRSS        ,M ,Q,300,300,297,297,INE196R01012
539251,BALKRISHNA  ,T ,Q,81.45,83.6,81.2,81.25,INE875R01011
539252,SCFL        ,T ,Q,10.8,11.9,10.8,11.48,INE979R01011
539254,ADANITRANS  ,A ,Q,209,214.85,206.75,209.25,INE931S01010
539255,STARDELTA   ,X ,Q,143.2,158.45,143.2,158.35,INE541K01014
539268,SYNGENE     ,A ,Q,616.7,617.45,590.5,594.25,INE398R01022
539274,BLFL        ,XT,Q,11.23,12.1,11.23,11.76,INE962P01011
539275,MSL         ,M ,Q,120,120,115,117.5,INE829S01016
539276,KAYA        ,B ,Q,1021.2,1047,1003.35,1032.65,INE587G01015
539278,SYMBIOX     ,XT,Q,1.99,1.99,1.86,1.95,INE653R01012
539287,ORTINLAABS  ,T ,Q,20.3,21.75,20,20.45,INE749B01012
539289,MJCO        ,B ,Q,555,569.65,539,542.7,INE898S01029
539290,BINDALAGRO  ,B ,Q,33.8,34.15,32,33,INE143A01010
539291,OZONEWORLD  ,X ,Q,29.25,29.25,29.25,29.25,INE583K01016
539300,AKSPINTEX   ,X ,Q,44.55,44.55,40.35,40.35,INE671K01019
539301,ARVSMART    ,B ,Q,200,202.85,195.5,197.85,INE034S01021
539302,POWERMECH   ,B ,Q,813.6,829,810,816,INE211R01019
539309,RAMASTEEL   ,T ,Q,263.1,277,253,260.5,INE230R01027
539311,NFIL        ,XT,Q,14.59,14.59,14,14,INE217Q01018
539312,UTISENSETF  ,B ,Q,368,375,367.15,375,INF789FB1X58
539313,UTINIFTETF  ,B ,Q,1130.15,1130.15,1130.15,1130.15,INF789FB1X41
539314,UNIAUTO     ,M ,Q,61,61,61,61,INE203T01012
539331,VETO        ,B ,Q,222,223.6,216.1,218.35,INE918N01018
539332,NAVKARCORP  ,A ,Q,183.75,185.5,177.3,179.7,INE278M01019
539333,PENPEBS     ,B ,Q,100,100,98.1,99.7,INE455O01019
539334,SHREEPUSHK  ,B ,Q,267,279,262,275.9,INE712K01011
539336,GUJGAS      ,A ,Q,850,862,828,841.95,INE844O01022
539346,SADBHIN     ,B ,Q,143,146,136.85,144.55,INE764L01010
539351,PRABHAT     ,B ,Q,216.45,221.7,210,214.05,INE302M01033
539354,POLYSPIN    ,XT,Q,113,113,105.75,113,INE914G01011
539359,PRITIKAUTO  ,XT,Q,132,132,129.05,130,INE583R01011
539363,SKC         ,M ,Q,170,179.95,159,177.8,INE094T01015
539384,KRISHNACAP  ,XT,Q,5.5,5.77,5.5,5.77,INE897B01019
539391,ACME        ,X ,Q,23.35,24.95,23.35,23.6,INE636B01011
539392,SANGFROID   ,Z ,Q,0.97,0.97,0.97,0.97,INE345S01013
539399,BELLACASA   ,M ,Q,217,217,217,217,INE344T01014
539400,MALLCOM     ,X ,Q,303.1,324,303.1,304,INE389C01015
539403,ARAMBHAN    ,M ,Q,54.5,54.5,50.55,50.55,INE800S01017
539404,SATIN       ,B ,Q,485.2,486.7,459,467,INE836B01017
539407,GENCON      ,X ,Q,192.45,195,188.05,192.05,INE854S01014
539408,KUBERJI     ,XT,Q,5.71,6,5.71,5.71,INE594R01018
539410,SIENERGY    ,X ,Q,8.6,8.89,7.76,7.76,INE873S01022
539434,BRIPORT     ,X ,Q,6.65,6.65,6.65,6.65,INE661F01010
539436,COFFEEDAY   ,B ,Q,334.15,336.7,316.25,319.8,INE335K01011
539437,IDFCBANK    ,A ,Q,56.9,57.6,56.4,56.65,INE092T01019
539447,BEARDSELL   ,B ,Q,62.15,62.15,57.2,61.9,INE520H01022
539448,INDIGO      ,A ,Q,1219,1224,1203.3,1211.7,INE646L01027
539450,SHK         ,B ,Q,299.25,305.9,297.4,300.45,INE500L01026
539455,DASL        ,XT,Q,25.55,25.55,25,25,INE360S01012
539470,SHREEGANES  ,X ,Q,240,250.95,228,229.45,INE051N01018
539479,GTV         ,X ,Q,27,27.75,27,27.75,INE910R01016
539487,LICNETFSEN  ,B ,Q,376.25,376.4,362.4,376.4,INF767K01OT5
539515,GMLM        ,XT,Q,30.8,30.8,30.8,30.8,INE641R01017
539518,UDAYJEW     ,XT,Q,37,37.35,36.35,36.35,INE551B01012
539520,SHAILJA     ,XT,Q,12.1,12.1,12.1,12.1,INE195R01014
539523,ALKEM       ,A ,Q,2231.2,2231.2,2186.8,2198.4,INE540L01014
539524,LALPATHLAB  ,A ,Q,888.2,922.9,883.3,908.95,INE600L01024
539525,NAVKETAN    ,X ,Q,0.85,0.85,0.85,0.85,INE365G01016
539528,AAYUSH      ,X ,Q,72,75,69.25,69.25,INE430R01015
539542,LUXIND      ,B ,Q,1685,1746.95,1673.2,1712.55,INE150G01020
539544,ABHIINFRA   ,XT,Q,4.45,4.45,4.4,4.4,INE281P01016
539551,NH          ,B ,Q,288.35,289.2,285.25,286.4,INE410P01011
539595,NATECO      ,X ,Q,89.2,89.4,88.75,89.3,INE174S01017
539597,JSLHISAR    ,B ,Q,207,207,195.5,197.55,INE455T01018
539620,AINFRA      ,XT,Q,57.5,60.55,57.5,60.55,INE534E01012
539636,PRECAM      ,B ,Q,118,119.45,115.45,118.05,INE484I01029
539658,TEAMLEASE   ,B ,Q,2280,2300,2234.95,2239.85,INE985S01024
539659,VIDLI       ,M ,Q,108.85,108.85,105.3,105.3,INE564S01019
539662,BFLAFL      ,X ,Q,73.8,73.8,73.8,73.8,INE948Q01018
539678,QUICKHEAL   ,B ,Q,342.2,351.45,332.7,337.35,INE306L01010
539679,KAPILRAJ    ,X ,Q,36.05,42.3,36,42.3,INE332Q01015
539693,ALORA       ,X ,Q,4.75,4.75,4.75,4.75,INE527R01018
539724,HYPERSOFT   ,X ,Q,10.01,10.02,10.01,10.02,INE039D01014
539725,GOKULAGRO   ,T ,Q,26.3,26.35,25.35,25.5,INE314T01025
539742,SIMBHALS    ,B ,Q,22.85,23.3,22.4,22.55,INE748T01016
539770,DARJEELING  ,XT,Q,15.9,15.9,15.3,15.87,INE830S01014
539773,ADVIKCA     ,X ,Q,3.7,4.1,3.7,3.73,INE178T01024
539784,LICNFNHGP   ,B ,Q,112,112,112,112,INF767K01PC8
